Rg,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,FpDensityMorgan1,AvgIpc,BalabanJ,Ipc,Kappa2,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticHeterocycles,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_nitro_arom_nonortho,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea,graph_diameter,avg_shortest_path,num_cycles
28.6824407,8.932052130540779,0.08195952223481995,0.08195952223481995,0.24638825087791225,13.771428571428572,458.6490000000003,0.5714285714285714,3.1676375658560123,1.701901762987073,8.407510675875258,10.49682037690079,0.0,0.0,0.0,0.0,0.0,211.30418945129173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,10.523783109476973,0.0,0.0,82.46484994450891,0.0,71.7905736680101,34.39224859237253,12.13273413692322,0.0,0.0,0.0,0.0,5.41499046939678,22.66222573506152,88.17676245850613,0.0,22.253805966787983,47.58,0.0,0.0,0.0,5.41499046939678,12.841643245852019,25.683286491704038,60.778735704344044,23.259637120317212,0.0,72.80211331020065,10.523783109476973,0.37688907465769117,0.0,0.0,17.864104261081557,8.787259623301518,0.0,12.907739588168951,0.0,0.0,0.3939393939393939,0,1,0,1,0,0,0,0,2,4,0,13,0,0,0,0,0,4,7.697660000000008,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,6.599099099099099,4
13.53424751,10.962054988662132,0.08009259259259238,-1.178687641723356,0.759918729142279,14.0,192.17,1.3571428571428572,2.2643656240190437,3.278950479452557,3.486885848324517,2.834461451247165,0.0,0.0,0.0,0.0,0.0,79.97475423682121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.802129157825057,11.938610575903699,0.0,0.0,0.0,13.344558822616634,0.0,34.88945568047582,0.0,0.0,0.0,0.0,0.0,22.15166536558511,0.0,0.0,32.70025046616064,6.923737199690624,0.0,74.6,11.938610575903699,9.589074368143644,0.0,11.126902983393991,6.4208216229260096,5.563451491696996,12.990104268152233,12.13273413692322,0.0,0.0,10.213054789681411,0.4730580750818846,0.0,21.80359245086924,17.832036170949863,0.8263832199546495,-2.336471088435374,0.5842082388510957,1.241544784580499,0.0,0.2,2,0,0,0,0,0,1,0,2,6,0,4,0,0,0,0,1,1,1.641,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.5833333333333335,1
13.87291346,2.332824074074074,0.7430555555555556,0.7430555555555556,0.4514006526997415,22.25,56.10799999999999,2.5,1.6500224216483543,2.7541847860376616,1.2966710917960733,0.48,0.0,0.0,0.0,0.0,0.0,26.689117645233267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.689117645233267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.344558822616634,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,6.923737199690624,0.0,6.923737199690624,0.0,1.5097685185185186,0.0,0.0,0.0,0.0,0.0,2.799768518518518,4.023796296296297,0.0,1.0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,0,1.7018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.066666666666667,0
12.7374634,11.575976001511716,0.022500000000000187,0.022500000000000187,0.5027753724279631,14.416666666666666,162.18799999999996,1.75,2.1982963127264044,2.6961956999714385,3.1428033097313754,2.626943043071036,0.0,0.0,0.0,0.0,0.0,71.34743304695832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53140013787187,5.969305287951849,0.0,0.0,0.0,20.268296022307258,0.0,29.828919765543436,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,5.969305287951849,4.794537184071822,6.923737199690624,5.563451491696996,13.344558822616634,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,6.4208216229260096,11.3129633249809,6.923737199690624,0.0,31.189205473537065,0.0,4.736862953800049,5.8119069664903,0.0,11.575976001511716,0.0,1.038142479213908,0.7549074074074079,0.3283390022675736,3.137164351851852,0.0,0.3,0,0,0,0,0,0,1,0,2,4,0,3,0,0,0,0,1,1,2.20582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.5054945054945055,1
13.43533854,11.423753779289495,0.015000000000000346,0.015000000000000346,0.48302284222531566,14.545454545454545,148.16099999999997,1.6363636363636365,2.1783403579873313,2.5511485756809837,2.977612226969029,2.381380891498966,0.0,0.0,0.0,0.0,0.0,64.9266114240323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53140013787187,5.969305287951849,0.0,0.0,0.0,13.344558822616634,0.0,30.33183534230805,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,5.969305287951849,4.794537184071822,0.0,0.0,13.344558822616634,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,12.170333456209914,0.0,6.923737199690624,0.0,30.33183534230805,0.0,4.736862953800049,5.701091112370874,0.0,11.423753779289495,0.0,0.0,0.7011111111111117,0.3335241874527588,1.172288595993953,0.0,0.2222222222222222,0,0,0,0,0,0,1,0,2,4,0,3,0,0,0,0,1,1,1.8974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.4358974358974357,1
20.99132259,10.71337962962963,0.04398148148148118,-2.4403935185185186,0.5043707340634744,21.5,106.14599999999999,2.1666666666666665,1.6203352658383443,4.044616399665774,1.5520275651419668,0.780105300371203,0.0,0.0,0.0,0.0,0.0,38.219366748731744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.417796984328938,10.70415733503938,0.0,0.0,0.0,19.097412429363423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.667735014311113,10.70415733503938,0.0,6.923737199690624,6.923737199690624,0.0,34.14,10.70415733503938,8.417796984328938,0.0,5.249938029982174,0.0,6.923737199690624,0.0,0.0,6.923737199690624,0.0,0.0,21.28414351851852,0.0,0.0,0.04398148148148118,0.0,0.0,0.0,2.8622685185185186,-2.4403935185185186,1.0,0,0,0,0,0,0,1,0,2,5,0,2,0,0,0,0,1,0,0.22160000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.25,0
11.48207818,2.5272685185185186,0.46946145124716554,0.46946145124716554,0.652681040148449,15.571428571428571,188.314,1.1428571428571428,2.2641287248874757,3.208641267800965,3.487160804149348,3.4163799200690055,0.0,0.0,0.0,0.0,0.0,87.76477539417772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.87531971370191,0.0,34.88945568047582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.64193698910228,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,11.835812092322787,6.4208216229260096,5.563451491696996,18.050640183084614,0.0,45.89405000414732,0.0,1.0442583144368858,0.0,0.0,0.0,4.901435185185186,1.3745105820105814,1.0380555555555553,10.866193310657597,0.0,0.5714285714285714,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,1,1,4.491400000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.533333333333333,1
16.82724961,2.3074318395179825,0.6392446145124717,0.6392446145124717,0.4100719130629283,15.416666666666666,168.32399999999998,1.0,2.1946329769810506,3.0680589659324116,3.0785545434106454,6.508875739644971,0.0,0.0,0.0,0.0,0.0,78.05569062864136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.05569062864136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.71113180602472,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,39.02784531432067,0.0,6.923737199690624,0.0,1.3542404960829246,0.0,0.0,0.0,0.0,0.0,15.035299508692368,3.943793328558043,0.0,1.0,0,0,0,0,0,0,1,0,0,2,0,10,0,0,0,0,1,0,4.822600000000004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,4.604395604395604,0
10.79657738,2.2948337112622825,0.710054406021668,0.710054406021668,0.4566300405132522,16.555555555555557,126.243,1.3333333333333333,2.0370186632501976,2.894206463174485,2.4262663036983656,3.92,0.0,0.0,0.0,0.0,0.0,58.79322575986332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.79322575986332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.448666937246685,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.10410811463005,19.765380445542643,0.0,6.923737199690624,0.0,1.4486890589569161,0.0,0.0,0.0,0.0,0.0,10.373761180398086,4.010883093978332,0.0,1.0,0,0,0,0,0,0,1,0,0,2,0,7,0,0,0,0,1,0,3.652300000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3.7454545454545456,0
9.7283551,2.698695200302343,0.6463202317964223,0.6463202317964223,0.5447436152272312,16.214285714285715,197.36599999999999,1.1428571428571428,2.14841750834154,3.818575108309164,3.310755631347448,5.7471786350266125,0.0,0.0,0.0,0.0,0.0,90.25114190814213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.899909730850478,11.835812092322787,53.88115086723114,19.634269217737724,0.0,0.0,0.0,0.0,0.0,0.0,24.534178948588206,0.0,11.835812092322787,40.53659204461451,13.344558822616634,0.0,3.24,0.0,0.0,0.0,0.0,0.0,11.835812092322787,32.475912463589744,13.344558822616634,0.0,32.59485852961298,0.0,1.3348806899302932,0.0,2.698695200302343,0.0,0.0,1.6436239711934153,4.301498488284203,15.021301650289747,0.0,1.0,0,0,0,0,0,0,1,0,1,3,0,9,0,0,0,0,1,0,3.6860000000000026,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4.316666666666666,0
