Tg,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,FpDensityMorgan1,AvgIpc,BalabanJ,Ipc,Kappa2,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticHeterocycles,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_nitro_arom_nonortho,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea,graph_diameter,avg_shortest_path,num_cycles
208.6397491,11.248448601662886,0.023311817801807022,-0.3340793230872596,0.435492415923986,13.615384615384615,185.183,1.3846153846153846,2.2104483605854752,3.70996392519296,3.151338403103739,3.9932052895556525,0.0,0.0,0.0,0.0,0.0,74.90646705988662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.383611552215466,18.100519981832566,0.0,16.367244685174846,0.0,12.965578028838586,13.08951281182515,0.0,0.0,16.367244685174846,0.0,0.0,0.0,37.23187362280568,14.383611552215466,0.0,6.923737199690624,0.0,0.0,87.30000000000001,0.0,14.383611552215466,0.0,37.23187362280568,0.0,0.0,0.0,6.923737199690624,0.0,16.367244685174846,0.0,-0.35739114088906665,0.0,33.004449252714046,4.9413985733182155,3.000789294112707,-0.4889408541194249,0.13339763374485614,1.8182042600991015,0.0,0.5714285714285714,3,0,0,0,2,0,1,0,4,8,0,6,0,0,0,0,1,0,-2.2628999999999992,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4.285714285714286,0
-41.26672381,2.142024595615449,0.5800859282363542,0.5800859282363542,0.3182312969596496,12.571428571428571,268.53799999999995,0.7142857142857143,2.306121219004528,2.828262412638549,3.5661870479614883,10.902614268848035,0.0,0.0,0.0,0.0,0.0,106.74972386165581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.04249610416877,0.0,0.0,0.0,45.448666937246685,17.258560820240366,0.0,0.0,0.0,0.0,0.0,44.04249610416877,17.258560820240366,0.0,0.0,38.524929737556064,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.78349055779643,6.923737199690624,0.0,44.04249610416877,0.0,1.2773600650894885,2.142024595615449,0.0,0.0,0.0,4.1489968871798855,8.837642605731324,1.6115381009405736,6.315771078776614,1.0,0,0,0,0,0,0,0,0,4,6,0,13,0,0,0,0,0,0,5.5217000000000045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,15,5.666666666666667,0
-17.2820223,2.408148328393188,0.5404283474562154,0.5404283474562154,0.44802956486807,13.6,138.254,1.0,2.098390961316241,2.8138640277129197,2.689242327916868,5.519191209643755,0.0,0.0,0.0,0.0,0.0,64.52444435060508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.8694885601727,0.0,12.654955790432378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.94575136048208,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.524929737556064,13.344558822616634,0.0,12.654955790432378,0.0,1.2522800190630277,0.0,0.0,0.0,0.0,0.0,12.721612260645,4.026107720291973,0.0,0.8,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,3.7477000000000027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,11,4.333333333333333,0
4.250402609,12.365136844678418,0.24027898331560005,-0.47871766921427805,0.24334426821494837,11.11111111111111,494.58800000000025,0.6111111111111112,2.952223986709362,1.6122703930167694,8.341744000963555,14.658200028672338,0.0,0.0,0.0,0.0,0.0,167.19808817608103,4.794537184071822,4.794537184071822,0.0,0.0,0.0,24.26546827384644,5.563451491696996,5.563451491696996,29.021539084928037,23.75297003460671,0.0,10.633577208012662,0.0,58.29031018309871,19.696394776338067,70.78474251448087,0.0,10.633577208012662,0.0,0.0,0.0,43.44936481094478,9.843390348640755,0.0,92.79852768648338,6.923737199690624,0.0,110.8,0.0,19.178148736287287,0.0,36.842482846431864,28.860687931300898,12.841643245852019,45.448666937246685,48.53093654769288,0.0,10.633577208012662,9.843390348640755,5.466202384722841,0.0,48.36181028299372,10.341911478487306,1.66501444546441,-1.3430492420277593,9.864351272545004,2.409756822546845,0.0,0.42857142857142855,2,0,0,0,2,0,0,0,6,10,0,17,0,0,0,0,0,2,4.712700000000003,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,29,10.064011379800853,2
168.5263131,6.354825139753892,0.021601548103171497,-0.021601548103171497,0.20234985798903382,12.3125,466.6720000000003,0.75,3.3878659727065963,1.6268294023623617,7.802378197494492,9.75414223594999,0.0,0.0,0.0,0.0,0.0,198.88878075639292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.473725907600098,54.683719366119185,0.0,9.967957041894417,0.0,65.21404738278933,13.213763929025836,24.26546827384644,22.07009885511757,21.050632249679087,0.0,11.49902366656781,22.673571755869474,23.181720970920253,0.0,0.0,65.21404738278933,0.0,31.00431645672048,44.24,0.0,0.0,0.0,0.0,0.0,59.15890746522794,59.50167591257326,11.336785877934737,11.336785877934737,38.112942673227685,19.441682949494513,15.210865668771614,3.5841439258872083,9.835445391176448,1.019112200563319,4.61454643644781,2.0294045781893004,9.71867110274129,6.05058704124402,0.0,0.46153846153846156,0,0,0,0,0,2,0,0,6,8,2,13,0,0,0,0,0,4,6.840400000000005,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,17,6.80035650623886,4
81.55306128,12.788378646735048,0.18585334357220562,-0.46035464625497924,0.06506901494116665,11.318181818181818,592.7320000000001,0.6136363636363636,3.0836397709556227,1.6398538633845918,10.234336952694363,15.237005766842294,0.0,0.0,0.0,0.0,0.0,227.78742372090196,0.0,0.0,0.0,0.0,33.10993926815928,0.0,0.0,0.0,28.906190624384497,12.255465811081404,0.0,0.0,0.0,65.21404738278933,13.213763929025836,96.05604194185656,45.2518532999236,19.31711625624085,0.0,22.99804733313562,0.0,25.46922974010724,0.0,0.0,85.93002473432696,0.0,22.253805966787983,71.06,5.969305287951849,9.589074368143644,0.0,6.286160523129555,30.09017874570373,65.18562795834374,25.683286491704038,36.39820241076966,24.26546827384644,38.112942673227685,19.31711625624085,17.98127724175108,0.0,24.47973597219127,5.648369690851146,4.973855406210178,2.493232684821255,9.17415362260032,5.684816927694477,0.0,0.3157894736842105,0,0,0,0,0,0,0,0,6,8,0,18,0,0,0,0,0,4,9.690599999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,21,8.569082125603865,4
35.51374296,12.027706066856469,0.10142794606372674,-0.15409064688091934,0.046481381473380684,11.529411764705882,721.0170000000003,0.5294117647058824,3.5994515927518806,0.9811585432743558,11.68061393807864,25.485751705573627,9.473725907600098,0.0,0.0,0.0,0.0,208.96722950414204,9.589074368143644,0.0,0.0,0.0,32.10410811463005,25.683286491704038,12.841643245852019,13.213763929025836,28.536526183343838,34.852302795917424,0.0,10.197363616602075,0.0,141.25807570437226,26.427527858051672,48.53093654769288,22.07009885511757,21.050632249679087,0.0,11.49902366656781,11.336785877934737,48.563502050557446,19.06280027574374,0.0,141.25807570437226,0.0,10.571075188549761,96.84,0.0,9.589074368143644,0.0,11.938610575903699,38.897050420729876,73.80879252169947,88.62676581719113,11.336785877934737,12.13273413692322,46.59556602737173,18.947451815200196,22.94431358765237,1.706577352782189,24.03632789178426,9.488385948174514,2.3121431141461377,1.6379423023717372,23.239296637378757,2.5752675373074045,0.0,0.6190476190476191,0,0,0,0,0,1,0,0,9,11,1,32,0,0,0,0,0,3,9.680700000000002,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,42,15.810595065312047,3
122.5813993,5.750760582010582,0.10959897822389486,0.10959897822389486,0.6638895830007586,12.952380952380953,294.33500000000004,1.0,3.1549526809358257,1.6942122229856063,5.458701874177591,5.104288284548527,0.0,0.0,0.0,0.0,0.0,125.62679134156839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.834301874106695,42.33193723023255,0.0,0.0,9.984809465271338,10.184558805390445,0.0,54.291183966567324,0.0,6.263162995639057,11.374772549367124,0.0,11.761884949391115,12.93211673583525,0.0,0.0,5.760247418874442,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,33.58274176927107,11.761884949391115,6.2146005795353165,55.24845270399281,9.984809465271338,8.834301874106695,11.685589286002031,1.4927878389647868,8.804339668789316,1.6837194365099104,1.8187104099424423,0.7225761631813222,2.867716997036358,2.0135773510954578,0.0,0.0,0,0,0,0,0,2,0,0,5,7,2,5,0,0,0,0,0,3,4.158100000000002,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5.715415019762846,3
206.6525359,2.447962962962963,0.30406934996220714,0.30406934996220714,0.5578738231550217,13.133333333333333,193.24899999999997,1.0,2.6169226649088344,2.568693258502654,4.082714782031492,2.2458791270077336,0.0,0.0,0.0,0.0,0.0,88.37237966524955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.93858400108534,0.0,4.567099647791355,0.0,13.4684936056032,0.0,36.39820241076966,0.0,12.13273413692322,0.0,0.0,0.0,4.567099647791355,6.544756405912575,0.0,6.923737199690624,0.0,21.805849864162113,4.93,0.0,0.0,0.0,0.0,0.0,6.544756405912575,21.805849864162113,12.13273413692322,0.0,47.88903925825164,0.0,3.0561016628873774,0.0,0.0,2.965277777777778,2.827592592592593,0.0,0.0,3.2989673091458807,0.0,0.14285714285714285,0,0,0,0,0,1,0,0,1,3,1,1,0,0,0,0,0,3,2.1635999999999997,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3.3676470588235294,3
55.30555285,12.482378965137006,0.005456071572594423,-4.005363323996912,0.3752845876276718,12.066666666666666,450.49000000000024,0.8333333333333334,2.799346252781933,2.069728360394011,6.901833206525603,8.889884963680199,0.0,0.0,0.0,0.0,0.0,176.47011106383718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.67549074155739,33.23601102459161,0.0,0.0,0.0,9.79096695103555,27.433359011580905,59.8352596685039,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,57.26871028676328,28.60242458336652,0.0,0.0,0.0,0.0,105.2,20.236253718067108,16.835593968657875,0.0,23.004730880061388,23.492949819563087,0.0,62.75053163024795,0.0,0.0,12.310154274340253,17.839896772899515,69.50047912930884,0.0,-0.001942034019503991,0.0,3.3923055969403375,1.0544045337318741,0.7079329572610596,2.511333771058526,-5.008107217229117,0.2,0,0,0,0,0,0,0,0,8,12,0,11,0,0,0,0,0,2,1.5682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6.854838709677419,2
