Tc,MaxAbsEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,FpDensityMorgan1,AvgIpc,BalabanJ,Ipc,Kappa2,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticHeterocycles,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_guanido,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_nitro_arom_nonortho,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phos_acid,fr_piperdine,fr_piperzine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiophene,fr_unbrch_alkane,fr_urea,graph_diameter,avg_shortest_path,num_cycles
0.2056666666666666,12.144535698538675,0.10592734315948582,-0.10592734315948582,0.5002777918208245,13.705882352941176,232.3229999999999,1.411764705882353,2.4564111294614697,2.5634768063128948,4.261289870168456,5.852071020016532,0.0,0.0,0.0,0.0,0.0,103.45154116158837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53140013787187,5.969305287951849,0.0,0.0,0.0,45.95158251401129,6.606881964512918,35.392371257240434,0.0,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,0.0,54.94928548178649,6.923737199690624,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,6.606881964512918,24.825916360475023,25.328831937239638,0.0,12.13273413692322,19.056471336613846,4.736862953800049,6.120445015118883,0.0,12.144535698538675,0.0,2.105647885697489,-0.10592734315948582,5.344954369157111,4.148953702829168,0.0,0.5333333333333333,0,0,0,0,0,0,1,0,2,4,0,8,0,0,0,0,1,1,3.9817000000000036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,4.7368421052631575,1
0.487,8.932052130540779,0.08195952223481995,0.08195952223481995,0.24638825087791225,13.771428571428572,458.6490000000003,0.5714285714285714,3.1676375658560123,1.701901762987073,8.407510675875258,10.49682037690079,0.0,0.0,0.0,0.0,0.0,211.30418945129173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.13273413692322,10.523783109476973,0.0,0.0,82.46484994450891,0.0,71.7905736680101,34.39224859237253,12.13273413692322,0.0,0.0,0.0,0.0,5.41499046939678,22.66222573506152,88.17676245850613,0.0,22.253805966787983,47.58,0.0,0.0,0.0,5.41499046939678,12.841643245852019,25.683286491704038,60.778735704344044,23.259637120317212,0.0,72.80211331020065,10.523783109476973,0.37688907465769117,0.0,0.0,17.864104261081557,8.787259623301518,0.0,12.907739588168951,0.0,0.0,0.3939393939393939,0,1,0,1,0,0,0,0,2,4,0,13,0,0,0,0,0,4,7.697660000000008,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,16,6.599099099099099,4
0.171,10.962054988662132,0.08009259259259238,-1.178687641723356,0.759918729142279,14.0,192.17,1.3571428571428572,2.2643656240190437,3.278950479452557,3.486885848324517,2.834461451247165,0.0,0.0,0.0,0.0,0.0,79.97475423682121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.802129157825057,11.938610575903699,0.0,0.0,0.0,13.344558822616634,0.0,34.88945568047582,0.0,0.0,0.0,0.0,0.0,22.15166536558511,0.0,0.0,32.70025046616064,6.923737199690624,0.0,74.6,11.938610575903699,9.589074368143644,0.0,11.126902983393991,6.4208216229260096,5.563451491696996,12.990104268152233,12.13273413692322,0.0,0.0,10.213054789681411,0.4730580750818846,0.0,21.80359245086924,17.832036170949863,0.8263832199546495,-2.336471088435374,0.5842082388510957,1.241544784580499,0.0,0.2,2,0,0,0,0,0,1,0,2,6,0,4,0,0,0,0,1,1,1.641,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.5833333333333335,1
0.327,11.4029865835223,0.020540357771876128,-0.020540357771876128,0.5374357513857332,11.466666666666667,212.29299999999998,1.0,2.336738804560514,3.2583571368038444,3.6916559061205576,7.260496088688919,0.0,0.0,0.0,0.0,0.0,90.86813487410046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.589074368143644,11.814359458703011,0.0,11.050456081168516,0.0,51.8694885601727,6.544756405912575,0.0,0.0,11.050456081168516,0.0,0.0,0.0,18.359115864615585,9.589074368143644,0.0,44.94575136048208,6.923737199690624,0.0,58.2,0.0,9.589074368143644,0.0,11.814359458703011,12.841643245852019,25.807221274690605,19.765380445542643,0.0,0.0,11.050456081168516,0.0,0.5576748397136344,0.0,22.387821691222562,2.9369361772486773,2.8225413321978214,0.30418464375136267,6.529589922858598,2.2945847263406787,0.0,0.8181818181818182,2,0,0,0,2,0,0,0,2,6,0,10,0,0,0,0,0,0,1.3813999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,5.397058823529412,0
0.383,11.789429917158493,0.014699294245259287,-0.06345585724300085,0.11462098507196526,11.5,452.7280000000002,0.4375,2.84207140480109,3.156026929827001,7.329229234863377,22.72392416841038,0.0,0.0,0.0,0.0,0.0,159.66091103740692,0.0,0.0,0.0,0.0,25.683286491704038,6.4208216229260096,6.544756405912575,0.0,9.589074368143644,12.062229024676144,0.0,21.68403328918118,0.0,135.34016965821087,19.634269217737724,0.0,0.0,21.68403328918118,9.589074368143644,0.0,0.0,31.69649824241387,0.0,0.0,128.41643245852023,6.923737199690624,0.0,82.26,0.0,9.589074368143644,0.0,12.062229024676144,0.0,51.73837733236778,96.31232434389018,6.923737199690624,0.0,21.68403328918118,0.0,0.6039497288147588,0.0,22.866399427634697,8.748184271862298,2.786361359000546,0.0,26.526941249910355,3.850709948755788,0.0,0.9230769230769231,4,0,0,0,4,0,0,0,2,8,0,25,0,0,0,0,0,0,6.818700000000005,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,31,11.131907308377897,0
0.375,2.3018797845295875,0.6891213208293028,0.6891213208293028,0.2555097585217498,14.277777777777779,252.4859999999999,0.6666666666666666,2.4691062049222046,2.956985169982796,4.390755503234307,12.055401662049862,0.0,0.0,0.0,0.0,0.0,83.97359667480276,0.0,0.0,0.0,0.0,32.60702369139466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.58062036619744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.2360615435808,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.47068109803816,26.186202068468653,0.0,6.923737199690624,0.0,1.409423175840063,0.0,0.0,0.0,0.0,0.0,23.901351360618,4.022558796875266,0.0,1.0,0,0,0,0,0,0,1,0,0,2,0,16,0,0,0,0,1,0,7.163200000000007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,18,6.831578947368421,0
0.1863333333333333,2.4280555555555554,0.6621527777777778,0.6621527777777778,0.5238573114435712,19.375,112.21599999999998,1.75,1.8721917374555257,3.6418624522888208,2.043202335881173,1.75,0.0,0.0,0.0,0.0,0.0,52.372404136937305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,46.95741366754052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,33.61285484492389,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,12.841643245852019,13.344558822616634,0.0,20.771211599071872,0.0,1.36901313303099,0.0,0.0,0.0,0.6674074074074074,0.0,4.178518518518518,8.868394274376417,0.0,1.0,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,1,0,3.118100000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2.8,0
0.2253333333333333,2.332824074074074,0.7430555555555556,0.7430555555555556,0.4514006526997415,22.25,56.10799999999999,2.5,1.6500224216483543,2.7541847860376616,1.2966710917960733,0.48,0.0,0.0,0.0,0.0,0.0,26.689117645233267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.689117645233267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.344558822616634,13.344558822616634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.841643245852019,6.923737199690624,0.0,6.923737199690624,0.0,1.5097685185185186,0.0,0.0,0.0,0.0,0.0,2.799768518518518,4.023796296296297,0.0,1.0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,0,1.7018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2.066666666666667,0
0.1735,11.575976001511716,0.022500000000000187,0.022500000000000187,0.5027753724279631,14.416666666666666,162.18799999999996,1.75,2.1982963127264044,2.6961956999714385,3.1428033097313754,2.626943043071036,0.0,0.0,0.0,0.0,0.0,71.34743304695832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.53140013787187,5.969305287951849,0.0,0.0,0.0,20.268296022307258,0.0,29.828919765543436,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,5.969305287951849,4.794537184071822,6.923737199690624,5.563451491696996,13.344558822616634,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,6.4208216229260096,11.3129633249809,6.923737199690624,0.0,31.189205473537065,0.0,4.736862953800049,5.8119069664903,0.0,11.575976001511716,0.0,1.038142479213908,0.7549074074074079,0.3283390022675736,3.137164351851852,0.0,0.3,0,0,0,0,0,0,1,0,2,4,0,3,0,0,0,0,1,1,2.20582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.5054945054945055,1
0.184,2.3750694444444447,0.30784143518518514,0.30784143518518514,0.6204049325803213,16.583333333333332,160.26,1.3333333333333333,2.1541366205676726,2.892668537162588,3.042543204820373,2.3518302453328084,0.0,0.0,0.0,0.0,0.0,74.92313214832572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.53076089108528,0.0,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,0.0,38.31893620539187,6.923737199690624,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,6.4208216229260096,5.563451491696996,12.487188691387619,0.0,45.03667987291831,0.0,1.117733489229025,0.0,0.0,0.0,3.4093172477324267,0.0,1.0453873771730913,8.42779336734694,0.0,0.5,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,1,1,3.5421000000000022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.4725274725274726,1
